role,title,company,city,location,description,skills,skill_count,combined_text,education,job_mode,experience_min,experience_max,days_ago,posted_date,salary_raw,salary_min,salary_max,salary_estimate,source,extracted_skills,extracted_skill_count
Backend Developer,Backend Developer,Metconnect Infotech,Other,India,spring boot Backend Architecture Postgresql MySQL Debugging AWS microservices,"aws, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer aws, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot spring boot Backend Architecture Postgresql MySQL Debugging AWS microservices B.Tech On-site India",B.Tech,On-site,0,1,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"aws, postgresql, sql, mysql, r",5
Backend Developer,Backend Developer,Forvia Hella,Gurugram,"Gurugram, India",continuous integration Backend NoSQL Spare parts MySQL Javascript HTTP JSON,"django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot continuous integration Backend NoSQL Spare parts MySQL Javascript HTTP JSON B.Tech On-site Gurugram",B.Tech,On-site,1,4,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"java, sql, mysql, r, javascript",5
Backend Developer,Backend Developer,Spring Edge,Bengaluru,"Bengaluru, India",schema algorithms css scalability jquery sql microservices spring,"css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql",13,"Backend Developer css, django, docker, flask, java, microservices, mysql, node.js, postgresql, python, rest api, spring boot, sql schema algorithms css scalability jquery sql microservices spring B.Tech On-site Bengaluru",B.Tech,On-site,1,3,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"sql, r",2
Backend Developer,Backend Developer,Mypcot Infotech,Bengaluru,"Bengaluru, India",web application architecture dbms ajax jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design spring java B.Tech On-site Bengaluru",B.Tech,On-site,3,4,30,3+ weeks ago,Not Disclosed,,,880000,Naukri,"java, sql, r",3
Backend Developer,Backend Developer Lead - Fintech & Payments,Shervani Tech Hub,Bengaluru,"Bengaluru, India",Payment Gateways Backend Development Java Payment Gateway Integration Ruby Rails Api Integration Payments PHP,"django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, ruby, spring boot",12,"Backend Developer django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, ruby, spring boot Payment Gateways Backend Development Java Payment Gateway Integration Ruby Rails Api Integration Payments PHP B.Tech On-site Bengaluru",B.Tech,On-site,8,13,21,3 weeks ago,35-60 Lacs PA,3500000.0,6000000.0,3000000,Naukri,"java, r",2
Backend Developer,Backend Developer,Navanc,Bengaluru,"Bengaluru, India",Computer science Backend Version control Coding Postgresql MySQL Debugging Machine learning,"django, docker, flask, java, machine learning, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, machine learning, mysql, node.js, postgresql, python, rest api, spring boot Computer science Backend Version control Coding Postgresql MySQL Debugging Machine learning B.Tech On-site Bengaluru",B.Tech,On-site,4,9,30,3+ weeks ago,Not Disclosed,,,940000,Naukri,"postgresql, sql, mysql, r, machine learning",5
Backend Developer,Backend Developer,Xllent Corporate Services Pvt. Ltd,Bengaluru,"Bengaluru, India",Typescript Databricks NodeJS Python CI/CD API design Kubernetes web application development,"ci/cd, django, docker, flask, java, kubernetes, mysql, node.js, postgresql, python, rest api, spring boot, typescript",13,"Backend Developer ci/cd, django, docker, flask, java, kubernetes, mysql, node.js, postgresql, python, rest api, spring boot, typescript Typescript Databricks NodeJS Python CI/CD API design Kubernetes web application development B.Tech On-site Bengaluru",B.Tech,On-site,6,8,2,2 days ago,Not Disclosed,,,1060000,Naukri,"kubernetes, ci/cd, python, r",4
Backend Developer,Backend Developer,Buyhatke,Bengaluru,"Bengaluru, India",Computer science Software design Backend Ticketing Networking PHP Data structures System design,"django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, mysql, node.js, php, postgresql, python, rest api, spring boot Computer science Software design Backend Ticketing Networking PHP Data structures System design B.Tech On-site Bengaluru",B.Tech,On-site,1,5,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,r,1
Backend Developer,Backend Developer,Seyon Business Innovation,Coimbatore,"Coimbatore, India",Backend NoSQL Enterprise applications Javascript SQL Python Application Development,"django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot, sql",12,"Backend Developer django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot, sql Backend NoSQL Enterprise applications Javascript SQL Python Application Development B.Tech On-site Coimbatore",B.Tech,On-site,0,1,30,3+ weeks ago,Not Disclosed,,,700000,Naukri,"java, sql, python, r, javascript",5
Backend Developer,Backend Developer,Team Computers,Bengaluru,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum, India",Backend Version control GIT SCALA Javascript Programming Unit testing AWS,"aws, django, docker, flask, git, java, javascript, mysql, node.js, postgresql, python, rest api, scala, spring boot",14,"Backend Developer aws, django, docker, flask, git, java, javascript, mysql, node.js, postgresql, python, rest api, scala, spring boot Backend Version control GIT SCALA Javascript Programming Unit testing AWS B.Tech On-site Bengaluru",B.Tech,On-site,1,3,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"aws, git, java, r, javascript",5
Backend Developer,Backend Developer,Isgoingonline,Other,India,rest css python software development backend development hibernate javascript jquery,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot rest css python software development backend development hibernate javascript jquery B.Tech On-site India",B.Tech,On-site,1,2,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"javascript, java, python, r",4
Backend Developer,Backend Developer,Zenith Software,Noida,"Noida, India",web application architecture dbms ajax jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design spring java B.Tech On-site Noida",B.Tech,On-site,1,3,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"java, sql, r",3
Backend Developer,BackEnd Developer,Epic Web Techno,Noida,"Noida, India",server css web application architecture dbms ajax jquery sql database design,"css, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",12,"Backend Developer css, django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql server css web application architecture dbms ajax jquery sql database design B.Tech On-site Noida",B.Tech,On-site,1,3,30,3+ weeks ago,Not Disclosed,,,760000,Naukri,"sql, r",2
Backend Developer,Backend Developer,Iii Consultig,Hyderabad,"Hyderabad, India",rest python css software development backend development hibernate javascript jquery,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot rest python css software development backend development hibernate javascript jquery B.Tech On-site Hyderabad",B.Tech,On-site,2,5,30,3+ weeks ago,Not Disclosed,,,820000,Naukri,"javascript, java, python, r",4
Backend Developer,backend developer,Iii Consultig,Hyderabad,"Hyderabad, India",rest css python software development backend development javascript jquery sql,"css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot, sql",13,"Backend Developer css, django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot, sql rest css python software development backend development javascript jquery sql B.Tech On-site Hyderabad",B.Tech,On-site,2,5,30,3+ weeks ago,Not Disclosed,,,820000,Naukri,"java, sql, python, r, javascript",5
Backend Developer,Backend Developer,Actolap Solutions,Noida,"Noida, India",server development administration Business Executive GIS Backend Web technologies java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot server development administration Business Executive GIS Backend Web technologies java B.Tech On-site Noida",B.Tech,On-site,2,5,30,3+ weeks ago,Not Disclosed,,,820000,Naukri,"java, r",2
Backend Developer,Backend Developer,Yocreativ,Gurugram,"Gurugram, India",web application architecture dbms ajax jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms ajax jquery sql database design spring java B.Tech On-site Gurugram",B.Tech,On-site,5,10,30,3+ weeks ago,Not Disclosed,,,1000000,Naukri,"java, sql, r",3
Backend Developer,Backend Developer,Foxiom Leads,Other,India,web application architecture dbms hibernate jquery sql database design spring java,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql",11,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot, sql web application architecture dbms hibernate jquery sql database design spring java B.Tech On-site India",B.Tech,On-site,2,4,30,3+ weeks ago,Not Disclosed,,,820000,Naukri,"java, sql, r",3
Backend Developer,Backend Developer,Laitusneo Technologies,Other,India,spring boot Backend Architecture Database design Javascript microservices Development Boot,"django, docker, flask, java, javascript, microservices, mysql, node.js, postgresql, python, rest api, spring boot",12,"Backend Developer django, docker, flask, java, javascript, microservices, mysql, node.js, postgresql, python, rest api, spring boot spring boot Backend Architecture Database design Javascript microservices Development Boot B.Tech On-site India",B.Tech,On-site,2,5,30,3+ weeks ago,Not Disclosed,,,820000,Naukri,"javascript, java, r",3
Backend Developer,Backend Developer,Anax Lifescience,Ahmedabad,"Ahmedabad, India",rest python software testing web application architecture dbms backend development javascript jquery,"django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot",11,"Backend Developer django, docker, flask, java, javascript, mysql, node.js, postgresql, python, rest api, spring boot rest python software testing web application architecture dbms backend development javascript jquery B.Tech On-site Ahmedabad",B.Tech,On-site,10,14,30,3+ weeks ago,Not Disclosed,,,1300000,Naukri,"javascript, java, python, r",4
Backend Developer,BackEnd Developer,Leading Client,Bengaluru,"Bengaluru, India",backend developer kubernetes rest software development web services code quality core java sql,"django, docker, flask, java, kubernetes, mysql, node.js, postgresql, python, rest api, spring boot, sql",12,"Backend Developer django, docker, flask, java, kubernetes, mysql, node.js, postgresql, python, rest api, spring boot, sql backend developer kubernetes rest software development web services code quality core java sql B.Tech On-site Bengaluru",B.Tech,On-site,3,7,30,3+ weeks ago,Not Disclosed,,,880000,Naukri,"kubernetes, java, sql, r",4
Backend Developer,Backend Developer,Rits Consulting & Technologies Private Limited,Bengaluru,"Bengaluru, India",Performance tuning Maven Hibernate ERP Debugging Workflow Test cases Unit testing,"django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot",10,"Backend Developer django, docker, flask, java, mysql, node.js, postgresql, python, rest api, spring boot Performance tuning Maven Hibernate ERP Debugging Workflow Test cases Unit testing B.Tech On-site Bengaluru",B.Tech,On-site,3,4,30,3+ weeks ago,Not Disclosed,,,880000,Naukri,r,1
